id,department,intent,language,question,source,tags,answer
554,City Mayor's Office,cmo_trisikad_operators_permit_top_location,tl,Saan ang opisina para sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), location, where, office",
555,City Mayor's Office,cmo_trisikad_operators_permit_top_location,bis,Asa nga opisina moadto para sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), location, where, office",
556,City Mayor's Office,cmo_occupational_permit_requirements,en,What are the requirements for Occupational Permit?,Citizen Charter Automated,"occupational permit, requirements, documents",
557,City Mayor's Office,cmo_occupational_permit_requirements,en,What to bring for Occupational Permit?,Citizen Charter Automated,"occupational permit, requirements, documents",
558,City Mayor's Office,cmo_occupational_permit_requirements,tl,Ano ang mga kailangan para sa Occupational Permit?,Citizen Charter Automated,"occupational permit, requirements, documents",
559,City Mayor's Office,cmo_occupational_permit_requirements,bis,Unsa ang requirements para sa Occupational Permit?,Citizen Charter Automated,"occupational permit, requirements, documents",
560,City Mayor's Office,cmo_occupational_permit_process,en,How to apply for Occupational Permit?,Citizen Charter Automated,"occupational permit, process, steps, how to",
561,City Mayor's Office,cmo_occupational_permit_process,en,What is the process for Occupational Permit?,Citizen Charter Automated,"occupational permit, process, steps, how to",
562,City Mayor's Office,cmo_occupational_permit_process,tl,Paano ang proseso ng Occupational Permit?,Citizen Charter Automated,"occupational permit, process, steps, how to",
563,City Mayor's Office,cmo_occupational_permit_process,bis,Unsaon pag process sa Occupational Permit?,Citizen Charter Automated,"occupational permit, process, steps, how to",
564,City Mayor's Office,cmo_occupational_permit_fee,en,How much is the fee for Occupational Permit?,Citizen Charter Automated,"occupational permit, fee, cost, price, pay",
565,City Mayor's Office,cmo_occupational_permit_fee,en,Cost of Occupational Permit,Citizen Charter Automated,"occupational permit, fee, cost, price, pay",
566,City Mayor's Office,cmo_occupational_permit_fee,tl,Magkano ang bayad sa Occupational Permit?,Citizen Charter Automated,"occupational permit, fee, cost, price, pay",
567,City Mayor's Office,cmo_occupational_permit_fee,bis,Pila ang bayad para sa Occupational Permit?,Citizen Charter Automated,"occupational permit, fee, cost, price, pay",
568,City Mayor's Office,cmo_occupational_permit_location,en,Where to go for Occupational Permit?,Citizen Charter Automated,"occupational permit, location, where, office",
569,City Mayor's Office,cmo_occupational_permit_location,en,Location of office for Occupational Permit,Citizen Charter Automated,"occupational permit, location, where, office",
570,City Mayor's Office,cmo_occupational_permit_location,tl,Saan ang opisina para sa Occupational Permit?,Citizen Charter Automated,"occupational permit, location, where, office",
571,City Mayor's Office,cmo_occupational_permit_location,bis,Asa nga opisina moadto para sa Occupational Permit?,Citizen Charter Automated,"occupational permit, location, where, office",
572,City Mayor's Office,cmo_mayor_s_special_permit_requirements,en,What are the requirements for Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, requirements, documents",
573,City Mayor's Office,cmo_mayor_s_special_permit_requirements,en,What to bring for Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, requirements, documents",
574,City Mayor's Office,cmo_mayor_s_special_permit_requirements,tl,Ano ang mga kailangan para sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, requirements, documents",
575,City Mayor's Office,cmo_mayor_s_special_permit_requirements,bis,Unsa ang requirements para sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, requirements, documents",
576,City Mayor's Office,cmo_mayor_s_special_permit_process,en,How to apply for Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, process, steps, how to",
577,City Mayor's Office,cmo_mayor_s_special_permit_process,en,What is the process for Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, process, steps, how to",
578,City Mayor's Office,cmo_mayor_s_special_permit_process,tl,Paano ang proseso ng Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, process, steps, how to",
579,City Mayor's Office,cmo_mayor_s_special_permit_process,bis,Unsaon pag process sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, process, steps, how to",
580,City Mayor's Office,cmo_mayor_s_special_permit_fee,en,How much is the fee for Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, fee, cost, price, pay",
581,City Mayor's Office,cmo_mayor_s_special_permit_fee,en,Cost of Mayor’s Special Permit,Citizen Charter Automated,"mayor’s special permit, fee, cost, price, pay",
582,City Mayor's Office,cmo_mayor_s_special_permit_fee,tl,Magkano ang bayad sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, fee, cost, price, pay",
583,City Mayor's Office,cmo_mayor_s_special_permit_fee,bis,Pila ang bayad para sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, fee, cost, price, pay",
584,City Mayor's Office,cmo_mayor_s_special_permit_location,en,Where to go for Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, location, where, office",
585,City Mayor's Office,cmo_mayor_s_special_permit_location,en,Location of office for Mayor’s Special Permit,Citizen Charter Automated,"mayor’s special permit, location, where, office",
586,City Mayor's Office,cmo_mayor_s_special_permit_location,tl,Saan ang opisina para sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, location, where, office",
587,City Mayor's Office,cmo_mayor_s_special_permit_location,bis,Asa nga opisina moadto para sa Mayor’s Special Permit?,Citizen Charter Automated,"mayor’s special permit, location, where, office",
588,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_requirements,en,What are the requirements for Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, requirements, documents",
589,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_requirements,en,What to bring for Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, requirements, documents",
590,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_requirements,tl,Ano ang mga kailangan para sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, requirements, documents",
591,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_requirements,bis,Unsa ang requirements para sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, requirements, documents",
592,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_process,en,How to apply for Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, process, steps, how to",
593,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_process,en,What is the process for Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, process, steps, how to",
594,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_process,tl,Paano ang proseso ng Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, process, steps, how to",
595,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_process,bis,Unsaon pag process sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, process, steps, how to",
596,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_fee,en,How much is the fee for Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, fee, cost, price, pay",
597,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_fee,en,Cost of Issuance of Certificate of Legitimate/Bonafide Beneficiary,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, fee, cost, price, pay",
598,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_fee,tl,Magkano ang bayad sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, fee, cost, price, pay",
599,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_fee,bis,Pila ang bayad para sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, fee, cost, price, pay",
600,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_location,en,Where to go for Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, location, where, office",
601,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_location,en,Location of office for Issuance of Certificate of Legitimate/Bonafide Beneficiary,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, location, where, office",
602,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_location,tl,Saan ang opisina para sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, location, where, office",
603,City Mayor's Office,cmo_issuance_of_certificate_of_legitimate_bonafide_beneficiary_location,bis,Asa nga opisina moadto para sa Issuance of Certificate of Legitimate/Bonafide Beneficiary?,Citizen Charter Automated,"issuance of certificate of legitimate/bonafide beneficiary, location, where, office",
604,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_requirements,en,What are the requirements for Issuance of Billing Statement for Socialized Housing Projects?,Citizen Charter Automated,"issuance of billing statement for socialized housing projects, requirements, documents",
605,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_requirements,en,What to bring for Issuance of Billing Statement for Socialized Housing Projects?,Citizen Charter Automated,"issuance of billing statement for socialized housing projects, requirements, documents",
606,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_requirements,tl,Ano ang mga kailangan para sa Issuance of Billing Statement for Socialized Housing Projects?,Citizen Charter Automated,"issuance of billing statement for socialized housing projects, requirements, documents",
