id,department,intent,language,question,answer,source,tags
260,City Mayor's Office - BPLS,cmo_special_business_permit,bis,Permit para sa seasonal stalls,"Ang mga temporaryo nga negosyo (pareha sa peryahan, trade fair, o seasonal stalls) kay nanginahanglan og **Special Business Permit**.

---
### 🎪 Proseso

**Steps:**
1. Isumite ang letter of intent sa Mayor kung unsa kadugay ug unsa nga klase sa negosyo.
2. Pagkuha og Barangay Clearance para sa maong aktibidad.
3. I-assess sa BPLS ug hatagan ka og Order of Payment.
4. Pagbayad sa fee didto sa City Treasurer's Office.
5. Kuhaa ang Special Business Permit.

💰 **Bayad:** Kwentahon kada adlaw/semana base sa tax code.
⏱️ **Processing Time:** 1 hantod 2 ka adlaw.",Citizen Charter (Part 2),"special, business, permit"
261,City Mayor's Office - BPLS,cmo_special_business_permit,bis,Magbutang mi og temporary stall unsay permit,"Ang mga temporaryo nga negosyo (pareha sa peryahan, trade fair, o seasonal stalls) kay nanginahanglan og **Special Business Permit**.

---
### 🎪 Proseso

**Steps:**
1. Isumite ang letter of intent sa Mayor kung unsa kadugay ug unsa nga klase sa negosyo.
2. Pagkuha og Barangay Clearance para sa maong aktibidad.
3. I-assess sa BPLS ug hatagan ka og Order of Payment.
4. Pagbayad sa fee didto sa City Treasurer's Office.
5. Kuhaa ang Special Business Permit.

💰 **Bayad:** Kwentahon kada adlaw/semana base sa tax code.
⏱️ **Processing Time:** 1 hantod 2 ka adlaw.",Citizen Charter (Part 2),"special, business, permit"
262,City Mayor's Office,cmo_use_of_facility,en,How to rent the city gym?,"To request the **Use of Government Facilities** (like the City Gym or Plazas) for events:

---
### 🏢 Facility Reservation

**Steps:**
1. Submit a formal request letter to the City Mayor at least one (1) week before the event.
2. Once approved, coordinate with the General Services Office (GSO) for logistics.
3. Pay the corresponding rental fees (if applicable) at the City Treasurer's Office.
4. Secure the approved permit from the Mayor's Office.

💰 **Cost:** Depends on the facility and duration.
⏱️ **Processing Time:** 1-2 days for approval.",Citizen Charter (Part 3),"use, of, facility"
263,City Mayor's Office,cmo_use_of_facility,en,Process for using government facilities,"To request the **Use of Government Facilities** (like the City Gym or Plazas) for events:

---
### 🏢 Facility Reservation

**Steps:**
1. Submit a formal request letter to the City Mayor at least one (1) week before the event.
2. Once approved, coordinate with the General Services Office (GSO) for logistics.
3. Pay the corresponding rental fees (if applicable) at the City Treasurer's Office.
4. Secure the approved permit from the Mayor's Office.

💰 **Cost:** Depends on the facility and duration.
⏱️ **Processing Time:** 1-2 days for approval.",Citizen Charter (Part 3),"use, of, facility"
264,City Mayor's Office,cmo_use_of_facility,en,Can I borrow the plaza for an event?,"To request the **Use of Government Facilities** (like the City Gym or Plazas) for events:

---
### 🏢 Facility Reservation

**Steps:**
1. Submit a formal request letter to the City Mayor at least one (1) week before the event.
2. Once approved, coordinate with the General Services Office (GSO) for logistics.
3. Pay the corresponding rental fees (if applicable) at the City Treasurer's Office.
4. Secure the approved permit from the Mayor's Office.

💰 **Cost:** Depends on the facility and duration.
⏱️ **Processing Time:** 1-2 days for approval.",Citizen Charter (Part 3),"use, of, facility"
265,City Mayor's Office,cmo_use_of_facility,tl,Paano manghiram ng gym sa city hall?,"Para humiram ng **Government Facilities** (tulad ng City Gym o Plaza) para sa inyong event:

---
### 🏢 Pag-reserve ng Pasilidad

**Steps:**
1. Isumite ang request letter sa City Mayor, isang (1) linggo bago ang event.
2. Kapag naaprubahan, makipag-ugnayan sa General Services Office (GSO) para sa logistics.
3. Magbayad ng rental fee (kung mayroon) sa City Treasurer's Office.
4. Kunin ang approved na permit sa opisina ng Mayor.

💰 **Bayad:** Depende sa pasilidad at oras ng gamit.
⏱️ **Processing Time:** 1-2 araw para sa pag-apruba.",Citizen Charter (Part 3),"use, of, facility"
266,City Mayor's Office,cmo_use_of_facility,tl,Permit para gamitin ang plaza,"Para humiram ng **Government Facilities** (tulad ng City Gym o Plaza) para sa inyong event:

---
### 🏢 Pag-reserve ng Pasilidad

**Steps:**
1. Isumite ang request letter sa City Mayor, isang (1) linggo bago ang event.
2. Kapag naaprubahan, makipag-ugnayan sa General Services Office (GSO) para sa logistics.
3. Magbayad ng rental fee (kung mayroon) sa City Treasurer's Office.
4. Kunin ang approved na permit sa opisina ng Mayor.

💰 **Bayad:** Depende sa pasilidad at oras ng gamit.
⏱️ **Processing Time:** 1-2 araw para sa pag-apruba.",Citizen Charter (Part 3),"use, of, facility"
267,City Mayor's Office,cmo_use_of_facility,bis,Unsaon paghulam sa city gym?,"Para makagamit sa **Government Facilities** (parehas sa City Gym o Plaza) para sa inyong event:

---
### 🏢 Pag-reserve sa Pasilidad

**Steps:**
1. Isumite ang request letter sa City Mayor, usa (1) ka semana usa ang event.
2. Kung ma-aprubahan na, pag-coordinate sa General Services Office (GSO).
3. Pagbayad sa rental fee (kung naa) sa City Treasurer's Office.
4. Kuhaa ang approved nga permit sa opisina sa Mayor.

💰 **Bayad:** Depende sa pasilidad ug unsa kadugay gamiton.
⏱️ **Processing Time:** 1-2 ka adlaw para ma-aprubahan.",Citizen Charter (Part 3),"use, of, facility"
268,City Mayor's Office,cmo_use_of_facility,bis,Mag pa event mi sa plaza kinsa duolon,"Para makagamit sa **Government Facilities** (parehas sa City Gym o Plaza) para sa inyong event:

---
### 🏢 Pag-reserve sa Pasilidad

**Steps:**
1. Isumite ang request letter sa City Mayor, usa (1) ka semana usa ang event.
2. Kung ma-aprubahan na, pag-coordinate sa General Services Office (GSO).
3. Pagbayad sa rental fee (kung naa) sa City Treasurer's Office.
4. Kuhaa ang approved nga permit sa opisina sa Mayor.

💰 **Bayad:** Depende sa pasilidad ug unsa kadugay gamiton.
⏱️ **Processing Time:** 1-2 ka adlaw para ma-aprubahan.",Citizen Charter (Part 3),"use, of, facility"
269,City Mayor's Office,cmo_use_of_facility,bis,Reservation of government facility,"Para makagamit sa **Government Facilities** (parehas sa City Gym o Plaza) para sa inyong event:

---
### 🏢 Pag-reserve sa Pasilidad

**Steps:**
1. Isumite ang request letter sa City Mayor, usa (1) ka semana usa ang event.
2. Kung ma-aprubahan na, pag-coordinate sa General Services Office (GSO).
3. Pagbayad sa rental fee (kung naa) sa City Treasurer's Office.
4. Kuhaa ang approved nga permit sa opisina sa Mayor.

💰 **Bayad:** Depende sa pasilidad ug unsa kadugay gamiton.
⏱️ **Processing Time:** 1-2 ka adlaw para ma-aprubahan.",Citizen Charter (Part 3),"use, of, facility"
270,City Mayor's Office,cmo_use_of_vehicle,en,How to request an ambulance?,"To request the **Use of Government Vehicles** (Ambulance, Rescue, or Service Vehicles):

---
### 🚑 Vehicle Request

**Steps:**
1. Submit a letter of request specifying the date, destination, and purpose.
2. For emergency dispatch (Ambulance/Rescue), contact the City Disaster Risk Reduction Management Office (CDRRMO) directly.
3. For non-emergencies, wait for the Mayor's approval and Trip Ticket issuance.

💰 **Cost:** Free for emergencies.
⏱️ **Processing Time:** Immediate for emergencies; 1 day for non-emergency.",Citizen Charter (Part 3),"use, of, vehicle"
271,City Mayor's Office,cmo_use_of_vehicle,en,Can we borrow the city service vehicle?,"To request the **Use of Government Vehicles** (Ambulance, Rescue, or Service Vehicles):

---
### 🚑 Vehicle Request

**Steps:**
1. Submit a letter of request specifying the date, destination, and purpose.
2. For emergency dispatch (Ambulance/Rescue), contact the City Disaster Risk Reduction Management Office (CDRRMO) directly.
3. For non-emergencies, wait for the Mayor's approval and Trip Ticket issuance.

💰 **Cost:** Free for emergencies.
⏱️ **Processing Time:** Immediate for emergencies; 1 day for non-emergency.",Citizen Charter (Part 3),"use, of, vehicle"
272,City Mayor's Office,cmo_use_of_vehicle,en,Process for requesting government vehicle,"To request the **Use of Government Vehicles** (Ambulance, Rescue, or Service Vehicles):

---
### 🚑 Vehicle Request

**Steps:**
1. Submit a letter of request specifying the date, destination, and purpose.
2. For emergency dispatch (Ambulance/Rescue), contact the City Disaster Risk Reduction Management Office (CDRRMO) directly.
3. For non-emergencies, wait for the Mayor's approval and Trip Ticket issuance.

💰 **Cost:** Free for emergencies.
⏱️ **Processing Time:** Immediate for emergencies; 1 day for non-emergency.",Citizen Charter (Part 3),"use, of, vehicle"
273,City Mayor's Office,cmo_use_of_vehicle,tl,Paano humiram ng sasakyan ng munisipyo?,"Para humiling ng paggamit ng **Government Vehicles** (Ambulansya, Rescue, o Service):

---
### 🚑 Proseso ng Pag-request

**Steps:**
1. Isumite ang request letter na nagsasaad ng petsa, destinasyon, at layunin.
2. Para sa emergencies (Ambulansya), tumawag direkta sa CDRRMO.
3. Para sa non-emergencies, hintayin ang apruba ng Mayor at ang Trip Ticket.

💰 **Bayad:** Libre para sa emergencies.
⏱️ **Processing Time:** Agad-agad para sa emergency; 1 araw para sa iba.",Citizen Charter (Part 3),"use, of, vehicle"
274,City Mayor's Office,cmo_use_of_vehicle,tl,Request ng ambulansya paano?,"Para humiling ng paggamit ng **Government Vehicles** (Ambulansya, Rescue, o Service):

---
### 🚑 Proseso ng Pag-request

**Steps:**
1. Isumite ang request letter na nagsasaad ng petsa, destinasyon, at layunin.
2. Para sa emergencies (Ambulansya), tumawag direkta sa CDRRMO.
3. Para sa non-emergencies, hintayin ang apruba ng Mayor at ang Trip Ticket.

💰 **Bayad:** Libre para sa emergencies.
⏱️ **Processing Time:** Agad-agad para sa emergency; 1 araw para sa iba.",Citizen Charter (Part 3),"use, of, vehicle"
275,City Mayor's Office,cmo_use_of_vehicle,bis,Unsaon paghulam sa service sa munisipyo?,"Para manghulam o mugamit og **Government Vehicles** (Ambulansya, Rescue, o Service):

---
### 🚑 Proseso sa Pag-request

**Steps:**
1. Isumite ang request letter nga naay petsa, adtoan, ug rason.
2. Para sa mga emergency (Ambulansya), tawag diretso sa CDRRMO.
3. Para sa dili emergency, hulata ang approval sa Mayor ug ang Trip Ticket.

💰 **Bayad:** Libre para sa mga emergency.
⏱️ **Processing Time:** Diretso kung emergency; 1 ka adlaw kung dili.",Citizen Charter (Part 3),"use, of, vehicle"
276,City Mayor's Office,cmo_use_of_vehicle,bis,Gusto mi mu request og ambulansya,"Para manghulam o mugamit og **Government Vehicles** (Ambulansya, Rescue, o Service):

---
### 🚑 Proseso sa Pag-request

**Steps:**
1. Isumite ang request letter nga naay petsa, adtoan, ug rason.
2. Para sa mga emergency (Ambulansya), tawag diretso sa CDRRMO.
3. Para sa dili emergency, hulata ang approval sa Mayor ug ang Trip Ticket.

💰 **Bayad:** Libre para sa mga emergency.
⏱️ **Processing Time:** Diretso kung emergency; 1 ka adlaw kung dili.",Citizen Charter (Part 3),"use, of, vehicle"
277,City Mayor's Office,cmo_use_of_vehicle,bis,Borrow government vehicle for event,"Para manghulam o mugamit og **Government Vehicles** (Ambulansya, Rescue, o Service):

---
### 🚑 Proseso sa Pag-request

**Steps:**
1. Isumite ang request letter nga naay petsa, adtoan, ug rason.
2. Para sa mga emergency (Ambulansya), tawag diretso sa CDRRMO.
3. Para sa dili emergency, hulata ang approval sa Mayor ug ang Trip Ticket.

💰 **Bayad:** Libre para sa mga emergency.
⏱️ **Processing Time:** Diretso kung emergency; 1 ka adlaw kung dili.",Citizen Charter (Part 3),"use, of, vehicle"
278,City Mayor's Office - BPLS,cmo_firecracker_permit,en,How to get a permit to sell firecrackers?,"To sell firecrackers and pyrotechnics during the holidays, you must secure a **Special Permit to Sell Firecrackers**.

---
### 🎆 Firecracker Permit Process

**Steps:**
1. Secure clearance from the Philippine National Police (PNP) and Bureau of Fire Protection (BFP).
2. Submit clearances and application to the BPLS.
3. Pay the required fees at the City Treasurer's Office.
4. Claim your permit and set up only at the designated Firecracker Zone.

💰 **Cost:** Varies per space/stall.
⏱️ **Processing Time:** 1 to 2 days.",Citizen Charter (Part 3),"firecracker, permit"
279,City Mayor's Office - BPLS,cmo_firecracker_permit,en,Permit for selling fireworks,"To sell firecrackers and pyrotechnics during the holidays, you must secure a **Special Permit to Sell Firecrackers**.

---
### 🎆 Firecracker Permit Process

**Steps:**
1. Secure clearance from the Philippine National Police (PNP) and Bureau of Fire Protection (BFP).
2. Submit clearances and application to the BPLS.
3. Pay the required fees at the City Treasurer's Office.
4. Claim your permit and set up only at the designated Firecracker Zone.

💰 **Cost:** Varies per space/stall.
⏱️ **Processing Time:** 1 to 2 days.",Citizen Charter (Part 3),"firecracker, permit"
280,City Mayor's Office - BPLS,cmo_firecracker_permit,en,Where to apply for firecracker stall?,"To sell firecrackers and pyrotechnics during the holidays, you must secure a **Special Permit to Sell Firecrackers**.

---
### 🎆 Firecracker Permit Process

**Steps:**
1. Secure clearance from the Philippine National Police (PNP) and Bureau of Fire Protection (BFP).
2. Submit clearances and application to the BPLS.
3. Pay the required fees at the City Treasurer's Office.
4. Claim your permit and set up only at the designated Firecracker Zone.

💰 **Cost:** Varies per space/stall.
⏱️ **Processing Time:** 1 to 2 days.",Citizen Charter (Part 3),"firecracker, permit"
281,City Mayor's Office - BPLS,cmo_firecracker_permit,tl,Paano kumuha ng permit para magbenta ng paputok?,"Upang magbenta ng paputok tuwing holidays, kailangang kumuha ng **Special Permit to Sell Firecrackers**.

---
### 🎆 Proseso ng Permit

**Steps:**
1. Kumuha ng clearance mula sa PNP at BFP.
2. Isumite ang clearances at application sa BPLS.
3. Magbayad ng fee sa City Treasurer's Office.
4. Kunin ang permit at magtayo lamang ng pwesto sa designated Firecracker Zone.

💰 **Bayad:** Nakadepende sa pwesto.
⏱️ **Processing Time:** 1 hanggang 2 araw.",Citizen Charter (Part 3),"firecracker, permit"
282,City Mayor's Office - BPLS,cmo_firecracker_permit,tl,Permit para sa tindahan ng paputok,"Upang magbenta ng paputok tuwing holidays, kailangang kumuha ng **Special Permit to Sell Firecrackers**.

---
### 🎆 Proseso ng Permit

**Steps:**
1. Kumuha ng clearance mula sa PNP at BFP.
2. Isumite ang clearances at application sa BPLS.
3. Magbayad ng fee sa City Treasurer's Office.
4. Kunin ang permit at magtayo lamang ng pwesto sa designated Firecracker Zone.

💰 **Bayad:** Nakadepende sa pwesto.
⏱️ **Processing Time:** 1 hanggang 2 araw.",Citizen Charter (Part 3),"firecracker, permit"
283,City Mayor's Office - BPLS,cmo_firecracker_permit,bis,Unsaon pagkuha og permit para mamaligya og pabuto?,"Para makabaligya og pabuto inig holidays, kinahanglan mokuha og **Special Permit to Sell Firecrackers**.

---
### 🎆 Proseso sa Permit

**Steps:**
1. Pagkuha daan og clearance gikan sa PNP ug BFP.
2. Isumite ang clearances ug application didto sa BPLS.
3. Pagbayad sa fee sa City Treasurer's Office.
4. Kuhaa ang permit ug pagpwesto lang sa gi-assign nga Firecracker Zone.

💰 **Bayad:** Magdepende sa pwesto.
⏱️ **Processing Time:** 1 hantod 2 ka adlaw.",Citizen Charter (Part 3),"firecracker, permit"
284,City Mayor's Office - BPLS,cmo_firecracker_permit,bis,Asa maka apply og pwesto sa pabuto?,"Para makabaligya og pabuto inig holidays, kinahanglan mokuha og **Special Permit to Sell Firecrackers**.

---
### 🎆 Proseso sa Permit

**Steps:**
1. Pagkuha daan og clearance gikan sa PNP ug BFP.
2. Isumite ang clearances ug application didto sa BPLS.
3. Pagbayad sa fee sa City Treasurer's Office.
4. Kuhaa ang permit ug pagpwesto lang sa gi-assign nga Firecracker Zone.

💰 **Bayad:** Magdepende sa pwesto.
⏱️ **Processing Time:** 1 hantod 2 ka adlaw.",Citizen Charter (Part 3),"firecracker, permit"
